time,ElementInt_c,_dt,grain_tracker,num_precipitates,precipitate_area,strain_e11_aux,strain_e12_aux,strain_e22_aux,stress_s11_aux,stress_s12_aux,stress_s22_aux
66.1484375,108377600.02291,0.3796875,36,1,16384,68.131052701491,-2.8862262339161,14.408919862879,-874904.35503026,-5.7724524678322,-875011.79929594
66.528125,108999680.02315,0.3796875,36,1,16384,68.913983905668,-2.9206959941949,14.572554833169,-884976.96907265,-5.8413919883897,-885085.6519308
66.9078125,109621760.02324,0.3796875,36,1,16384,69.70161742314,-2.955105815129,14.737473685165,-895107.2327607,-5.910211630258,-895217.16104817
67.2875,110243840.02339,0.3796875,36,1,16384,70.49390178293,-2.989520200554,14.903605405869,-905295.14632343,-5.9790404011081,-905406.32691618
67.6671875,110865920.02357,0.3796875,36,1,16384,71.290806153393,-3.023985979836,15.070895885665,-915540.7099071,-6.0479719596721,-915653.14972764
68.046875,111488000.02416,0.3796875,36,1,16384,72.09230704053,-3.0585365615575,15.239303074862,-925843.92363024,-6.117073123115,-925957.62963817
68.4265625,112110080.0238,0.3796875,36,1,16384,72.898379232363,-3.0931954124805,15.408796332076,-936204.78757686,-6.186390824961,-936319.76674266
68.80625,112732160.02373,0.3796875,36,1,16384,73.709006449016,-3.1279771883809,15.579349769292,-946623.30184195,-6.2559543767618,-946739.56115531
69.1859375,113354240.02378,0.3796875,36,1,16384,74.52417861028,-3.1628975855487,15.750943563646,-957099.46647301,-6.3257951710974,-957217.0129431
69.565625,113976320.02375,0.3796875,36,1,16384,75.343891029288,-3.1979658563981,15.923561687158,-967633.28149664,-6.3959317127963,-967752.12215532
69.9453125,114598400.02384,0.3796875,36,1,16384,76.168124368939,-3.2331877647345,16.097193097546,-978224.74698542,-6.466375529469,-978344.88884797
70.325,115220480.02387,0.3796875,36,1,16384,76.996870037402,-3.2685706275098,16.271826222731,-988873.8629735,-6.5371412550197,-988995.31306113
70.7046875,115842560.02396,0.3796875,36,1,16384,77.830125153732,-3.3041189677229,16.447451334431,-999580.62948125,-6.6082379354458,-999703.39482889
71.084375,116464640.02413,0.3796875,36,1,16384,78.667888353824,-3.3398352057638,16.624062375196,-1010345.0465194,-6.6796704115276,-1010469.1341713
71.4640625,117086720.02395,0.3796875,36,1,16384,79.510146936754,-3.3757250125333,16.80165374983,-1021167.1141241,-6.7514500250666,-1021292.5311105
71.84375,117708800.02395,0.3796875,36,1,16384,80.356909642907,-3.411789509203,16.980219931903,-1032046.8322838,-6.823579018406,-1032173.5856632
72.2234375,118330880.02386,0.3796875,36,1,16384,81.208166845328,-3.448032267158,17.159757713256,-1042984.2010258,-6.896064534316,-1043112.297844
72.603125,118952960.02368,0.3796875,36,1,16384,82.063907497833,-3.4844534531268,17.340262144919,-1053979.2203882,-6.9689069062536,-1054108.6676789
72.9828125,119575040.02437,0.3796875,36,1,16384,82.924136695592,-3.5210518904894,17.521729691536,-1065031.8903765,-7.0421037809789,-1065162.6951905
73.3625,120197120.02452,0.3796875,36,1,16384,83.788852745975,-3.557833102474,17.704157682117,-1076142.2109732,-7.1156662049479,-1076274.3803634
73.7421875,120819200.02433,0.3796875,36,1,16384,84.658048956901,-3.5947967066396,17.887542144051,-1087310.1822061,-7.1895934132792,-1087443.7232197
74.121875,121441280.02455,0.3796875,36,1,16384,85.531720911363,-3.6319423245807,18.071880631176,-1098535.8041041,-7.2638846491614,-1098670.7237847
