time,ElementInt_c,W,grain_tracker,num_precipitates,precipitate_area,strain_e11_aux,strain_e12_aux,strain_e22_aux,stress_s11_aux,stress_s12_aux,stress_s22_aux
5917.2922077942,3817725412.4787,152706395059.15,0,1,65536,15900.232283598,-645.08854196771,1119.6330688286,-67821439.537529,-1290.1770839354,-67851000.735959
5990.4147277896,3865622116.5097,154622263220.39,0,1,65536,16387.495684806,-667.20955393815,1149.9921221835,-69533613.626922,-1334.4191078763,-69564088.634048
6100.0985077826,3937490489.8806,157496998155.23,0,1,65536,11243.37954953,-470.82723450345,1186.2443542216,-72160424.300218,-941.65446900689,-72180538.570609
6264.6241777722,4045306164.3692,161809625134.77,0,1,65536,17844.186400602,-740.26100082632,1258.8737015339,-76148359.071755,-1480.5220016526,-76181529.697153
6295.4727408952,4073945809.42,162955210936.8,0,1,65536,18114.929965571,-754.48693885271,1275.3505917929,-77230344.171965,-1508.9738777054,-77264023.330713
6326.3213040183,4096970300.6533,163876190586.13,0,1,65536,24466.500622697,-971.57104328869,1261.4329109783,-78087357.481834,-1943.1420865774,-78133767.617258
6372.5941487029,4128874934.1508,165152375926.03,0,1,65536,12365.799360091,-520.17494631086,1306.9234387374,-79345707.579571,-1040.3498926217,-79367825.331414
6442.0034157297,4175251324.9734,167007431558.94,0,1,65536,25401.106728859,-1037.6088240553,1340.5496639593,-81099901.383005,-2075.2176481107,-81148022.497135
6546.11731627,4243983099.2619,169756702530.48,0,1,65536,26368.940182401,-1080.5428981688,1387.1255139443,-83791588.449516,-2161.0857963376,-83841552.078853
6702.2881670804,4346612304.7472,173861870749.89,0,1,65536,20601.460194293,-861.96244655244,1446.8666330135,-87914315.172791,-1723.9248931049,-87952624.359914
6936.544443296,4500292514.1171,180009079124.68,0,1,65536,29564.020019892,-1224.0744924121,1559.1476492122,-94218418.995578,-2448.1489848242,-94274428.740319
7024.3905468769,4562680656.6809,182504604827.24,0,1,65536,22738.662308126,-937.49912091451,1598.2499212967,-96871807.620154,-1874.998241829,-96914088.444927
7112.2366504577,4621857252.3143,184871668652.57,0,1,65536,30998.135565123,-1238.8743062373,1600.0411353269,-99377941.609266,-2477.7486124747,-99436737.798126
