time,ElementInt_c,_dt,grain_tracker,num_precipitates,precipitate_area,strain_e11_aux,strain_e12_aux,strain_e22_aux,stress_s11_aux,stress_s12_aux,stress_s22_aux
1.34296875,22003200.040619,0.0017578125,36,1,16384,3.0473200820906e-10,1.2093527054868e-08,4.9964560836164e-11,-36071.301402709,2.4187054109735e-08,-36071.301402709
1.34560546875,22046400.040365,0.00263671875,36,1,16384,2.840058469312,-0.12326272199212,2.1578845599279e-08,-36204.561507775,-0.24652544398423,-36210.24162467
1.3482421875,22089600.039298,0.00263671875,36,1,16384,2.8510261104987,-0.12543802726855,2.9983923677257e-09,-36346.586974116,-0.2508760545371,-36352.289026331
1.352197265625,22154400.038997,0.003955078125,36,1,16384,2.8648263859038,-0.12680795174221,6.6753819000231e-09,-36560.15455285,-0.25361590348441,-36565.884205608
1.3581298828125,22251600.038813,0.0059326171875,36,1,16384,2.8757786379198,-0.12132048820786,-8.4301733371817e-09,-36881.708364555,-0.24264097641572,-36887.459921848
1.3670288085937,22397400.038497,0.00889892578125,36,1,16384,2.9092650301615,-0.12134864972514,2.1618318246652e-10,-37366.627603898,-0.24269729945028,-37372.446133958
1.3803771972656,22616100.038528,0.013348388671875,36,1,16384,2.9663179258174,-0.12372066883249,-3.8531270118991e-09,-38099.925310688,-0.24744133766499,-38105.857946547
1.4003997802734,22944150.038347,0.020022583007813,36,1,16384,3.0529998526484,-0.12734025169391,-1.2693571194156e-10,-39213.232023346,-0.25468050338782,-39219.338023051
1.4304336547852,23436225.038366,0.030033874511719,36,1,16384,3.1853672057812,-0.1328653956406,-8.3256038174717e-10,-40913.252847208,-0.2657307912812,-40919.623581622
1.4754844665527,24174337.538502,0.045050811767578,36,1,16384,3.3891792839381,-0.1413697399696,9.0792441342913e-09,-43530.920821601,-0.2827394799392,-43537.69918015
1.5430606842041,25281506.288683,0.067576217651367,36,1,16384,3.706740885292,-0.1546198176487,-4.2163827984609e-11,-47609.605425802,-0.30923963529739,-47617.018907572
1.6106369018555,26388675.039025,0.067576217651367,36,1,16384,4.0385214577401,-0.16846342887637,-1.0478218126497e-08,-51870.909181463,-0.33692685775274,-51878.986224399
1.7120012283325,28049428.164548,0.10136432647705,36,1,16384,4.5628472638077,-0.19033743615286,-2.4977575563412e-11,-58605.275739748,-0.38067487230573,-58614.401434275
1.8133655548096,29710181.289529,0.10136432647705,36,1,16384,5.1191647932512,-0.21354700066761,4.296729638753e-11,-65750.535388017,-0.42709400133523,-65760.773717604
1.9147298812866,31370934.414129,0.10136432647705,36,1,16384,5.7074735522748,-0.23809167969309,5.639266831281e-12,-73306.688128094,-0.47618335938618,-73318.103075199
2.0160942077637,33031687.538923,0.10136432647705,36,1,16384,6.3277728732217,-0.26397109634282,1.6300405469849e-11,-81273.73396453,-0.52794219268565,-81286.389510276
2.1174585342407,34692440.663863,0.10136432647705,36,1,16384,6.9800624392976,-0.29118508404674,-2.7126967339086e-11,-89651.672898168,-0.58237016809348,-89665.633023046
2.2188228607178,36353193.788772,0.10136432647705,36,1,16384,7.6643419137835,-0.31973385350327,9.2118368488769e-11,-98440.504929164,-0.63946770700654,-98455.833612991
2.3201871871948,38013946.913539,0.10136432647705,36,1,16384,8.3806117236412,-0.34961754931737,-3.9079850466806e-13,-107640.23005559,-0.69923509863474,-107656.99127904
2.4215515136719,39674700.038498,0.10136432647705,36,1,16384,9.1288729243357,-0.38083630881127,-1.0645262449316e-11,-117250.84827616,-0.76167261762255,-117269.10602201
2.5229158401489,41335453.163574,0.10136432647705,36,1,16384,9.9091228985063,-0.4133902332261,1.0045403397996e-10,-127272.35959839,-0.82678046645219,-127292.17784418
2.624280166626,42996206.288443,0.10136432647705,36,1,16384,10.721360875665,-0.44727912276495,1.5616286042075e-10,-137704.7640226,-0.8945582455299,-137726.20674435
2.725644493103,44656959.413536,0.10136432647705,36,1,16384,11.565587797492,-0.48250339074077,-4.0425440772651e-12,-148548.0615487,-0.96500678148155,-148571.19272429
2.8270088195801,46317712.538333,0.10136432647705,36,1,16384,12.441801619161,-0.51906311184775,-3.6527891822402e-11,-159802.25217939,-1.0381262236955,-159827.13578263
2.9283731460571,47978465.663335,0.10136432647705,36,1,16384,13.35000109339,-0.55695824933597,-1.4975354289959e-11,-171467.33592176,-1.1139164986719,-171494.03592395
3.0297374725342,49639218.788452,0.10136432647705,36,1,16384,14.290186676533,-0.59618937065359,4.1847858511801e-11,-183543.31277395,-1.1923787413072,-183571.8931473
3.1311017990112,51299971.913686,0.10136432647705,36,1,16384,15.262357069776,-0.6367569338697,-4.6665882269536e-10,-196030.18273995,-1.2735138677394,-196060.70745409
3.2324661254883,52960725.03878,0.10136432647705,36,1,16384,16.266512542966,-0.67866132935332,1.7853918343746e-10,-208927.945817,-1.3573226587066,-208960.47884209
3.3338304519653,54621478.164009,0.10136432647705,36,1,16384,17.302649448323,-0.72190307964271,4.4455328307436e-11,-222236.60201819,-1.4438061592854,-222271.20731709
3.4351947784424,56282231.289102,0.10136432647705,36,1,16384,18.370768379343,-0.76648283217652,-8.2150286573324e-11,-235956.15133955,-1.532965664353,-235992.89287631
3.5365591049194,57942984.414221,0.10136432647705,36,1,16384,19.470863740368,-0.81240128664322,-1.3880896432283e-11,-250086.59379919,-1.6248025732864,-250125.53552667
3.6379234313965,59603737.539449,0.10136432647705,36,1,16384,20.602935022266,-0.85966007923663,-3.4342706456414e-10,-264627.92939938,-1.7193201584733,-264669.13526942
3.7392877578735,61264490.664774,0.10136432647705,36,1,16384,21.766977403614,-0.90826008682692,-1.0948220108276e-10,-279580.15815455,-1.8165201736538,-279623.69210936
3.8406520843506,62925243.790129,0.10136432647705,36,1,16384,22.962986087337,-0.95820326541803,-1.059046184082e-10,-294943.28007854,-1.9164065308361,-294989.20605071
3.9420164108276,64585996.915316,0.10136432647705,36,1,16384,24.190955417812,-1.0094916701096,-1.9550494556597e-10,-310717.29518644,-2.0189833402192,-310765.67709728
4.0433807373047,66246750.040286,0.10136432647705,36,1,16384,25.450877470621,-1.0621286148896,-7.2760575342556e-11,-326902.20350141,-2.1242572297792,-326953.10525635
4.1447450637817,67907503.165153,0.10136432647705,36,1,16384,26.742738570505,-1.1161182353158,-1.3517154062725e-10,-343498.00506545,-2.2322364706316,-343551.4905426
4.2461093902588,69568256.290309,0.10136432647705,36,1,16384,28.06652099175,-1.1714657628885,1.2994672005107e-10,-360504.69993576,-2.342931525777,-360560.83297775
4.3474737167358,71229009.41549,0.10136432647705,36,1,16384,29.422202026619,-1.2281802562047,-7.7182704671941e-12,-377922.28817786,-2.4563605124095,-377981.13258191
4.4488380432129,72889762.540702,0.10136432647705,36,1,16384,30.80974359331,-1.2862733216406,5.5074167448765e-11,-395750.76990607,-2.5725466432811,-395812.38939326
4.5502023696899,74550515.665597,0.10136432647705,36,1,16384,32.229085548795,-1.3457638536061,7.9866297575393e-08,-413990.1452969,-2.6915277072121,-414054.60346784
4.7022488594055,77041645.353262,0.15204648971558,36,1,16384,34.418074478638,-1.4375008519644,1.9506174453454e-10,-442119.63296013,-2.8750017039287,-442188.46910909
4.8542953491211,79532775.041064,0.15204648971558,36,1,16384,36.678542920446,-1.5324030335885,1.8615256003329e-09,-471173.63158787,-3.0648060671769,-471246.98867371
5.0063418388367,82023904.729082,0.15204648971558,36,1,16384,39.010160887701,-1.6305705239348,2.2201032123803e-09,-501152.1421713,-3.2611410478696,-501230.16249307
5.1583883285522,84515034.416828,0.15204648971558,36,1,16384,41.412272287872,-1.7321970363711,8.9826812654792e-11,-532055.16667279,-3.4643940727421,-532137.99121737
5.3104348182678,87006164.10443,0.15204648971558,36,1,16384,43.883437677691,-1.8376942783877,-7.893419251559e-10,-563882.70941201,-3.6753885567754,-563970.47628737
5.4624813079834,89497293.791993,0.15204648971558,36,1,16384,46.419956218154,-1.9480727515054,-5.4605209243164e-12,-596634.78149273,-3.8961455030108,-596727.62140517
5.614527797699,91988423.479798,0.15204648971558,36,1,16384,49.009537613885,-2.0663464676504,-1.7647527883469e-10,-630311.41978964,-4.1326929353008,-630409.43886487
5.7665742874146,94479553.167421,0.15204648971558,36,1,16384,51.576525028495,-2.2077454304187,9.1785357092533e-10,-664912.85126755,-4.4154908608374,-665016.00431761
5.9186207771301,96970682.854952,0.15204648971558,36,1,16384,53.641983116723,-2.5226548570283,4.9518433797857e-10,-700440.51273359,-5.0453097140565,-700547.79669983
6.0706672668457,99461812.542483,0.15204648971558,36,1,16384,-1.2562688667117e-09,0.28769358090912,47.915075277155,-737012.10684941,0.57538716181823,-736916.27669885
6.2227137565613,101952942.23009,0.15204648971558,36,1,16384,58.129568197262,-0.98089080655537,10.77084439689,-774258.17102006,-1.9617816131107,-774352.88846766
6.3747602462769,104444071.91767,0.15204648971558,36,1,16384,62.737133076277,-2.2022069538333,13.058814290971,-812550.09440079,-4.4044139076666,-812649.45103836
6.5268067359924,106935201.60492,0.15204648971558,36,1,16384,66.168739294392,-2.5522171556296,14.02452758816,-851771.59331043,-5.1044343112591,-851875.88173385
6.678853225708,109426331.29246,0.15204648971558,36,1,16384,69.413874242652,-2.7961586554535,14.723801021458,-891918.64347964,-5.5923173109071,-892028.02362608
6.8308997154236,111917460.97964,0.15204648971558,36,1,16384,72.667045377022,-2.9876893212787,15.399743315221,-932990.41826676,-5.9753786425574,-933104.95287089
6.9829462051392,114408590.66714,0.15204648971558,36,1,16384,75.973846379684,-3.1580956879528,16.086477518153,-974986.74677904,-6.3161913759057,-975106.52151676
7.1349926948547,116899720.35418,0.15204648971558,36,1,16384,79.287444357334,-3.3251406368967,16.798118406733,-1017907.7553872,-6.6502812737934,-1018032.7340391
7.2870391845703,119390850.0414,0.15204648971558,36,1,16384,82.697622412546,-3.4811366343277,17.512576302654,-1061753.1968423,-6.9622732686554,-1061883.5669345
7.4390856742859,121881979.72862,0.15204648971558,36,1,16384,86.179902834918,-3.6362233208185,18.242929611696,-1106523.1314961,-7.2724466416369,-1106659.0054425
7.5911321640015,124373109.41611,0.15204648971558,36,1,16384,89.734595408434,-3.7920985342782,18.989457585931,-1152217.5581449,-7.5841970685565,-1152359.0484205
7.743178653717,126864239.10343,0.15204648971558,36,1,16384,93.361734190563,-3.9496588338453,19.752089213137,-1198836.4767496,-7.8993176676905,-1198983.6960395
7.8952251434326,129355368.79063,0.15204648971558,36,1,16384,97.06126727874,-4.1093890601064,20.530661065716,-1246379.8876301,-8.2187781202127,-1246532.9488426
8.0472716331482,131846498.47796,0.15204648971558,36,1,16384,100.83311935629,-4.2715779178689,21.325022846945,-1294847.7911675,-8.5431558357377,-1295006.8073605
8.1993181228638,134337628.1655,0.15204648971558,36,1,16384,104.67723455674,-4.436404966753,22.135052129166,-1344240.1876533,-8.872809933506,-1344405.2720181
8.3513646125793,136828757.85299,0.15204648971558,36,1,16384,108.59355515672,-4.6039873880969,22.960651763455,-1394557.0773532,-9.2079747761938,-1394728.34316
8.5034111022949,139319887.54057,0.15204648971558,36,1,16384,112.5820347175,-4.7744021921727,23.801748412229,-1445798.4604824,-9.5488043843454,-1445976.021055
8.6554575920105,141811017.22792,0.15204648971558,36,1,16384,116.64263542034,-4.9477031011033,24.658283055468,-1497964.3372067,-9.8954062022066,-1498148.3059114
8.8075040817261,144302146.91495,0.15204648971558,36,1,16384,120.77532789284,-5.1239277998843,25.530211537308,-1551054.7076563,-10.247855599769,-1551245.197889
8.9595505714417,146793276.60256,0.15204648971558,36,1,16384,124.98009440962,-5.3031043619191,26.417498527112,-1605069.5719389,-10.606208723838,-1605266.6971307
9.1115970611572,149284406.29018,0.15204648971558,36,1,16384,129.25691633807,-5.4852549987933,27.320115993029,-1660008.9301266,-10.970509997587,-1660212.8037273
9.2636435508728,151775535.97754,0.15204648971558,36,1,16384,133.60577297814,-5.6703928958263,28.238041655695,-1715872.7822976,-11.340785791653,-1716083.5177603
9.4156900405884,154266665.66519,0.15204648971558,36,1,16384,138.02664825759,-5.858528605563,29.171257428257,-1772661.1285303,-11.717057211126,-1772878.8393119
9.567736530304,156757795.3526,0.15204648971558,36,1,16384,142.51954172702,-6.0496749110485,30.119747471344,-1830373.9688303,-12.099349822097,-1830598.7684188
9.7197830200195,159248925.03997,0.15204648971558,36,1,16384,147.08442898516,-6.243825800422,31.083501571285,-1889011.3032851,-12.487651600844,-1889243.3051399
9.9478527545929,162985619.57112,0.22806973457336,36,1,16384,154.06712953272,-6.5406044360723,32.558237030771,-1978700.7298839,-13.081208872145,-1978943.7476689
10.175922489166,166722314.10275,0.22806973457336,36,1,16384,161.21176919874,-6.844225318507,34.067200457438,-2070470.2686022,-13.688450637014,-2070724.5577397
10.40399222374,170459008.63425,0.22806973457336,36,1,16384,168.51834424816,-7.1547049741346,35.610385976974,-2164319.9194426,-14.309409948269,-2164585.7353592
10.632061958313,174195703.16567,0.22806973457336,36,1,16384,175.98685315099,-7.4720417782111,37.187788157678,-2260249.6824163,-14.944083556422,-2260527.2805463
10.860131692886,177932397.69721,0.22806973457336,36,1,16384,183.61728045341,-7.7962378724201,38.799401648085,-2358259.5575796,-15.59247574484,-2358549.1933372
11.08820142746,181669092.22819,0.22806973457336,36,1,16384,191.40963016966,-8.1272960314673,40.445223567841,-2458349.5449058,-16.254592062935,-2458651.473719
11.316271162033,185405786.75931,0.22806973457336,36,1,16384,199.36387865822,-8.4652137485973,42.125246826207,-2560519.644491,-16.930427497195,-2560834.1217547
11.544340896606,189142481.29043,0.22806973457336,36,1,16384,207.48003268798,-8.8099953283791,43.839468195564,-2664769.8563146,-17.619990656758,-2665097.1374436
11.77241063118,192879175.8218,0.22806973457336,36,1,16384,215.75806984574,-9.1616384261336,45.587882068401,-2771100.1804561,-18.323276852267,-2771440.5208316
12.000480365753,196615870.35303,0.22806973457336,36,1,16384,224.1979922868,-9.5201443203165,47.3704825901,-2879510.6169045,-19.040288640633,-2879864.2719239
12.228550100327,200352564.88396,0.22806973457336,36,1,16384,232.79978696386,-9.8855159372376,49.18726334243,-2990001.1657,-19.771031874475,-2990368.3907473
12.4566198349,204089259.41515,0.22806973457336,36,1,16384,241.56342815545,-10.257750389531,51.038213789939,-3102571.8269471,-20.515500779062,-3102952.8773759
12.684689569473,207825953.94652,0.22806973457336,36,1,16384,250.48891157043,-10.63684706025,52.923326590459,-3217222.6006638,-21.2736941205,-3217617.7318337
12.912759304047,211562648.47775,0.22806973457336,36,1,16384,259.57621720418,-11.022808489326,54.842590363201,-3333953.4869117,-22.045616978652,-3334362.9541654
13.14082903862,215299343.00872,0.22806973457336,36,1,16384,268.82531396467,-11.415632001242,56.795990790574,-3452764.4857943,-22.831264002485,-3453188.5444407
13.368898773193,219036037.54013,0.22806973457336,36,1,16384,278.2361859319,-11.815323421425,58.7835140638,-3573655.5973957,-23.630646842851,-3574094.5027395
13.596968507767,222772732.0713,0.22806973457336,36,1,16384,287.80878760563,-12.221873792077,60.805139393038,-3696626.8218512,-24.443747584154,-3697080.8291476
13.82503824234,226509426.60252,0.22806973457336,36,1,16384,297.54307350834,-12.635283518537,62.860840609551,-3821678.1593331,-25.270567037075,-3822147.5237989
14.053107976913,230246121.13359,0.22806973457336,36,1,16384,307.43900125408,-13.055551658175,64.950586562459,-3948809.6099923,-26.111103316349,-3949294.5868217
14.281177711487,233982815.66471,0.22806973457336,36,1,16384,317.4965043956,-13.482677004207,67.07433753016,-4078021.1740752,-26.965354008413,-4078522.0184089
14.50924744606,237719510.19579,0.22806973457336,36,1,16384,327.71549558667,-13.916652113262,69.232043820699,-4209312.85189,-27.833304226524,-4209829.8187935
14.737317180634,241456204.72682,0.22806973457336,36,1,16384,338.09585469306,-14.357468863539,71.423635344189,-4342684.6438674,-28.714937727079,-4343217.9883061
14.965386915207,245192899.25816,0.22806973457336,36,1,16384,348.63745956865,-14.805122666485,73.649024152481,-4478136.5504738,-29.61024533297,-4478686.5273447
15.19345664978,248929593.78955,0.22806973457336,36,1,16384,359.34009310063,-15.259591500253,75.90808943397,-4615668.5724732,-30.519183000506,-4616235.4364805
15.421526384354,252666288.32099,0.22806973457336,36,1,16384,370.20351755363,-15.720859024073,78.20067169299,-4755280.7107381,-31.441718048146,-4755864.7164298
15.649596118927,256402982.85206,0.22806973457336,36,1,16384,381.22735913966,-16.188890878397,80.526543945101,-4896972.9666008,-32.377781756793,-4897574.3682312
15.8776658535,260139677.38358,0.22806973457336,36,1,16384,392.41109713529,-16.663634074488,82.885386557811,-5040745.3419743,-33.327268148976,-5041364.3933954
16.105735588074,263876371.91495,0.22806973457336,36,1,16384,403.75400397692,-17.145017279725,85.276734119102,-5186597.8394837,-34.290034559449,-5187234.7940234
16.333805322647,267613066.44614,0.22806973457336,36,1,16384,415.25495788785,-17.632918204447,87.699894246491,-5334530.4631857,-35.265836408894,-5335185.573313
16.56187505722,271349760.9773,0.22806973457336,36,1,16384,426.91227219178,-18.127142478608,90.153799897001,-5484543.2192126,-36.254284957216,-5485216.7361572
16.789944791794,275086455.50886,0.22806973457336,36,1,16384,438.72323159391,-18.627362006318,92.636748078532,-5636636.1174311,-37.254724012636,-5637328.2903981
17.018014526367,278823150.04008,0.22806973457336,36,1,16384,450.68331131454,-19.132994697234,95.145907644799,-5790809.1742166,-38.265989394467,-5791520.2490239
17.246084260941,282559844.57121,0.22806973457336,36,1,16384,462.78464325616,-19.643000375181,97.676346479499,-5947062.4181156,-39.286000750363,-5947792.6347092
17.474153995514,286296539.10241,0.22806973457336,36,1,16384,475.01240608852,-20.155229536504,100.2188431731,-6105395.9028199,-40.310459073008,-6106145.4899457
17.702223730087,290033233.63323,0.22806973457336,36,1,16384,487.3379209894,-20.666392511911,102.75631956771,-6265809.7314251,-41.332785023823,-6266578.8946279
17.930293464661,293769928.16458,0.22806973457336,36,1,16384,499.69543212888,-21.166058956752,105.24941257996,-6428304.1406008,-42.332117913505,-6429093.0326399
18.158363199234,297506622.69601,0.22806973457336,36,1,16384,1029.1847506277,-39.443424776039,105.24261741207,-6591330.2863992,-78.886849552079,-6593178.1706657
18.386432933807,301243317.22757,0.22806973457336,36,1,16384,1061.2033708343,-42.279283476916,110.06093008677,-6757924.6513439,-84.558566953831,-6759826.9362254
18.614502668381,304980011.75892,0.22806973457336,36,1,16384,539.23018784708,-21.737782256167,114.41030722417,-6928262.0927781,-43.475564512335,-6929111.7325393
18.842572402954,308716706.28959,0.22806973457336,36,1,16384,552.93499881756,-22.747049091983,117.21679187872,-7099074.6752442,-45.494098183967,-7099946.1116581
19.070642137527,312453400.82112,0.22806973457336,36,1,16384,566.65323307211,-23.554753881708,119.98148062638,-7271967.8914295,-47.109507763415,-7272861.2349344
19.298711872101,316190095.35219,0.22806973457336,36,1,16384,580.06145942354,-24.326500791464,122.89387337371,-7446942.5220657,-48.653001582928,-7447856.8572378
19.526781606674,319926789.88381,0.22806973457336,36,1,16384,593.81635068134,-24.996559004707,125.75034189616,-7623996.8008108,-49.993118009415,-7624932.9328284
19.754851341248,323663484.41522,0.22806973457336,36,1,16384,607.73521714187,-25.642413397429,128.64798993082,-7803131.1785943,-51.284826794857,-7804089.3530488
19.982921075821,327400178.94692,0.22806973457336,36,1,16384,621.82008350781,-26.277526440993,131.58834165605,-7984345.6478417,-52.555052881987,-7985326.1113254
20.210990810394,331136873.47828,0.22806973457336,36,1,16384,636.07095605169,-26.908912469959,134.57044649347,-8167640.2094543,-53.817824939917,-8168643.2104734
20.439060544968,334873568.0097,0.22806973457336,36,1,16384,650.4872439974,-27.54038574875,137.59281615948,-8353014.8667121,-55.0807714975,-8354040.6555678
20.667130279541,338610262.54067,0.22806973457336,36,1,16384,665.06831245656,-28.17418389319,140.65414881294,-8540469.6227962,-56.348367786379,-8541518.4511235
20.895200014114,342346957.07165,0.22806973457336,36,1,16384,679.81358672583,-28.81169068459,143.75340525609,-8730004.4804926,-57.62338136918,-8731076.6008555
21.123269748688,346083651.60265,0.22806973457336,36,1,16384,694.72264325394,-29.453814283253,146.88979125364,-8921619.4418661,-58.907628566507,-8922715.1075701
