time,ElementInt_c,_dt,dofs,eta_precip_area,linear_its,nonlinear_its,precipitate_area,total_F
0,0,0,0,0,0,0,0,0
0.056313514709473,1.5018355201929e-05,0.056313514709473,40507,12830.418175424,19,5,0,12981.314333976
0.11262702941895,2.002420229541e-05,0.056313514709473,46054,12796.528502577,19,5,0,12866.160938196
0.16894054412842,2.1692792914974e-05,0.056313514709473,54379,12756.594176004,23,5,0,12784.886548199
0.22525405883789,2.2245102096308e-05,0.056313514709473,63055,12711.909086397,18,4,0,12711.642693544
0.28156757354736,2.2427733053387e-05,0.056313514709473,66715,12663.802917321,18,4,0,12640.929190279
0.33788108825684,2.2488648432406e-05,0.056313514709473,68467,12613.355038694,23,5,0,12571.725608179
0.39419460296631,2.2509010702304e-05,0.056313514709473,69991,12561.373725754,23,5,0,12503.873235981
0.45050811767578,2.2515889941399e-05,0.056313514709473,71395,12508.442490619,23,5,0,12436.969576208
0.50682163238525,2.251831208655e-05,0.056313514709473,72961,12454.975345393,23,5,0,12370.460624832
0.56313514709473,2.2519264965215e-05,0.056313514709473,73810,12401.26241846,24,5,0,12304.955499239
0.6194486618042,2.2519763617654e-05,0.056313514709473,75289,12347.503459706,25,5,0,12240.28594158
0.67576217651367,2.2520121784386e-05,0.056313514709473,76447,12293.835616464,25,5,0,12176.80900258
0.73207569122314,2.2520468802245e-05,0.056313514709473,77239,12240.350085459,25,5,0,12114.78503676
0.78838920593262,2.2520828983019e-05,0.056313514709473,78703,12187.10644434,25,5,0,12053.420023386
0.84470272064209,2.2521251318963e-05,0.056313514709473,79627,12134.14132717,25,5,0,11993.149852361
0.90101623535156,2.2521314720469e-05,0.056313514709473,80335,12081.47697534,26,5,0,11933.247274245
0.95732975006104,2.2521628224137e-05,0.056313514709473,81055,12029.123378687,25,5,0,11874.79173147
1.0136432647705,2.2521646868778e-05,0.056313514709473,81835,11977.081191125,26,5,0,11816.739017054
1.06995677948,2.2521567191236e-05,0.056313514709473,82735,11925.345608659,26,5,0,11758.638757062
1.1262702941895,2.2521456935376e-05,0.056313514709473,84055,11873.90612649,26,5,0,11701.308988433
1.1825838088989,0.00015311477533519,0.056313514709473,84826,11822.750103596,26,5,0,11644.694543916
1.2388973236084,0.00036246730793277,0.056313514709473,85237,11771.862618031,26,5,0,11589.055103615
1.2952108383179,0.00053061007292521,0.056313514709473,86257,11721.226894694,26,5,0,11534.305975646
1.3515243530273,0.00080368572093503,0.056313514709473,86896,11670.823711012,27,5,0,11479.314210666
1.4078378677368,0.0011485756201659,0.056313514709473,87682,11620.632900377,27,5,0,11424.661591451
1.4641513824463,0.0028239302562092,0.056313514709473,88183,11570.634049904,27,5,0,11371.095270809
1.5204648971558,0.0036592126486354,0.056313514709473,89050,11520.80271311,27,5,0,11317.880349036
1.5767784118652,0.0049752654625537,0.056313514709473,90025,11471.112001579,27,5,0,11265.244937009
1.6330919265747,0.005915795418673,0.056313514709473,90733,11421.53602792,27,5,0,11213.283514697
1.6894054412842,0.0076498257476629,0.056313514709473,91189,11372.046809726,27,5,0,11161.475156688
1.7457189559937,0.0089412070985222,0.056313514709473,91459,11322.613712864,27,5,0,11110.602385318
1.8020324707031,0.0097657612724341,0.056313514709473,91942,11273.203294472,27,5,0,11059.267366712
1.8583459854126,0.011012897253875,0.056313514709473,92701,11223.781343645,27,5,0,11008.496201883
1.9146595001221,0.011936535426626,0.056313514709473,92968,11174.311941745,27,5,0,10957.754876871
1.9709730148315,0.013213510751632,0.056313514709473,94210,11124.753135944,27,5,0,10907.170143461
2.027286529541,0.014365286865464,0.056313514709473,94561,11075.062218754,27,5,0,10856.75903876
2.0836000442505,0.015539025090749,0.056313514709473,94912,11025.190754414,27,5,0,10806.468761647
2.13991355896,0.016277012336857,0.056313514709473,95269,10975.086094107,27,5,0,10756.352020983
2.1962270736694,0.018102193812525,0.056313514709473,95761,10924.688116756,27,5,0,10706.64974435
2.2525405883789,0.019444304796964,0.056313514709473,96172,10873.92906494,27,5,0,10656.988072769
2.3088541030884,0.020023334143689,0.056313514709473,96835,10822.736997393,27,5,0,10607.172066941
2.3651676177979,0.02080617132617,0.056313514709473,97960,10771.031306694,27,5,0,10557.383094599
2.4214811325073,0.021140766085634,0.056313514709473,98245,10718.721723554,27,5,0,10507.428634733
2.4777946472168,0.021721491722155,0.056313514709473,98794,10665.706596553,27,5,0,10457.570272481
2.5341081619263,0.021990918030309,0.056313514709473,99508,10611.872206063,27,5,0,10407.106272231
2.5904216766357,0.022377138286357,0.056313514709473,99961,10557.091298337,27,5,0,10356.481691507
2.6467351913452,0.02311326563103,0.056313514709473,100591,10501.220364064,27,5,0,10305.99646374
2.7030487060547,0.023867210805113,0.056313514709473,101734,10444.098977209,27,5,0,10254.636346722
2.7593622207642,0.024757805011526,0.056313514709473,102361,10385.548479529,27,5,0,10202.61005649
2.8156757354736,0.024983738622258,0.056313514709473,102940,10325.366997985,27,5,0,10149.975968505
2.8719892501831,0.025954539649094,0.056313514709473,103618,10263.327710758,27,5,0,10095.660842372
2.9283027648926,0.027116960634013,0.056313514709473,104362,10199.176464339,28,5,0,10040.094277966
2.9846162796021,0.027472409743071,0.056313514709473,105703,10132.631854566,28,5,0,9983.0727655192
3.0409297943115,0.027483010278833,0.056313514709473,106948,10063.386542198,28,5,0,9924.5210598932
3.097243309021,0.028175401014656,0.056313514709473,108061,9991.1098970471,28,5,0,9863.0901582989
3.1535568237305,0.028749188421293,0.056313514709473,109324,9915.447762795,28,5,0,9798.4347502117
